datetime,open,high,low,close
2024-01-01 11:50:00,21941.4491919514,21942.63367305966,21925.76982138136,21926.81404247008
2024-01-01 11:55:00,21926.81404247008,21927.803525570005,21921.15255950188,21926.865177036503
2024-01-01 12:00:00,21926.865177036503,21928.23603510261,21919.449614731962,21922.65872380885
2024-01-01 12:05:00,21922.65872380885,21924.274927236107,21913.50112308735,21921.04586669219
2024-01-01 12:10:00,21921.04586669219,21923.821846383402,21920.748083029128,21922.79164482051
2024-01-01 12:15:00,21922.79164482051,21922.897700322308,21903.363011827754,21903.60393266752
2024-01-01 12:20:00,21903.60393266752,21929.005797651498,21902.397743298185,21928.236353792374
2024-01-01 12:25:00,21928.236353792374,21932.91106594285,21923.31794483726,21927.88923609532
2024-01-01 12:30:00,21927.88923609532,21938.57269421036,21924.251686276144,21935.40856642219
2024-01-01 12:35:00,21935.40856642219,21955.04391378272,21933.06113804699,21949.43650953155
2024-01-01 12:40:00,21949.43650953155,21975.303211090177,21947.171318613142,21971.341065789653
2024-01-01 12:45:00,21971.341065789653,21974.351482056994,21965.13841206539,21972.33757944053
2024-01-01 12:50:00,21972.33757944053,21977.27242404349,21970.44320971799,21973.02320918859
2024-01-01 12:55:00,21973.02320918859,21979.22294680866,21960.695953676903,21963.82896684625
2024-01-01 13:00:00,21963.82896684625,21967.08303571573,21955.684894418457,21960.608351684194
2024-01-01 13:05:00,21960.608351684194,21968.111522047366,21954.17841874595,21962.882951030235
2024-01-01 13:10:00,21962.882951030235,21965.768820792553,21959.755659543127,21964.72928961556
2024-01-01 13:15:00,21964.72928961556,21970.011116067897,21950.27201624431,21952.359782506777
2024-01-01 13:20:00,21952.359782506777,21956.331600640493,21950.97398966879,21955.32962923911
2024-01-01 13:25:00,21955.32962923911,21956.258644027752,21947.35709213013,21948.529382023324
2024-01-01 13:30:00,21948.529382023324,21955.992480067904,21939.49053615941,21941.38586784306
2024-01-01 13:35:00,21941.38586784306,21944.012082277593,21925.574106190124,21929.472832871033
2024-01-01 13:40:00,21929.472832871033,21941.97806122449,21926.190103597626,21937.34367890846
2024-01-01 13:45:00,21937.34367890846,21948.62856390865,21934.055438268482,21946.977440200902
2024-01-01 13:50:00,21946.977440200902,21966.926922491453,21943.962495543474,21965.945370027443
2024-01-01 13:55:00,21965.945370027443,21969.208611167305,21956.741818893533,21957.05022573119
2024-01-01 14:00:00,21957.05022573119,21961.568508676675,21953.741492735044,21960.461745479355
2024-01-01 14:05:00,21960.461745479355,21966.405900706763,21959.4031181464,21960.591764398134
2024-01-01 14:10:00,21960.591764398134,21990.29612545509,21957.163134172468,21987.79345606403
2024-01-01 14:15:00,21987.79345606403,21989.723345725004,21976.190679942116,21977.08453108342
2024-01-01 14:20:00,21977.08453108342,21986.117486522635,21976.79321543279,21984.22453602434
2024-01-01 14:25:00,21984.22453602434,21990.283924923082,21973.970539035385,21975.756598843655
2024-01-01 14:30:00,21975.756598843655,21985.17696176341,21970.773643728808,21984.32058678689
2024-01-01 14:35:00,21984.32058678689,21987.593665564316,21980.785157042086,21986.0523960454
2024-01-01 14:40:00,21986.0523960454,21987.82248197864,21981.48051485408,21987.589647104858
2024-01-01 14:45:00,21987.589647104858,21993.410658813817,21983.25744213216,21991.167520708343
2024-01-01 14:50:00,21991.167520708343,22007.21621870052,21987.416220548683,22001.70554122869
2024-01-01 14:55:00,22001.70554122869,22008.911037704427,21999.645350483464,22006.855893900778
2024-01-01 15:00:00,22006.855893900778,22047.666770850097,22002.313631340057,22045.383208807325
2024-01-01 15:05:00,22045.383208807325,22057.52879144748,22044.122131828764,22054.923226442257
2024-01-01 15:10:00,22054.923226442257,22065.60421950534,22053.9759520153,22062.51291864719
2024-01-01 15:15:00,22062.51291864719,22062.840415204733,22048.400648902203,22057.659283168898
2024-01-01 15:20:00,22057.659283168898,22060.404323930397,22032.53576775822,22038.98663124298
2024-01-01 15:25:00,22038.98663124298,22043.34243363085,22034.010192508704,22034.267312585085
2024-01-02 09:15:00,22034.267312585085,22037.188779111955,22023.41481272706,22024.280647085387
2024-01-02 09:20:00,22024.280647085387,22028.13354915444,22015.704870728085,22025.52714776402
2024-01-02 09:25:00,22025.52714776402,22040.757690613424,22024.781330504942,22032.657120266795
2024-01-02 09:30:00,22032.657120266795,22036.06685360598,22023.65995494498,22026.830037898708
2024-01-02 09:35:00,22026.830037898708,22028.84998701463,22023.01043498695,22026.473455763633
2024-01-02 09:40:00,22026.473455763633,22027.811460707,22013.36149272803,22015.261273972672
2024-01-02 09:45:00,22015.261273972672,22022.323090933798,22007.89883708269,22009.51876392653
2024-01-02 09:50:00,22009.51876392653,22013.19021171475,21989.212081874728,21997.700706662778
2024-01-02 09:55:00,21997.700706662778,22014.893621411702,21995.76377037131,22008.816141547886
2024-01-02 10:00:00,22008.816141547886,22025.106713181824,22007.0408638353,22022.276035319348
2024-01-02 10:05:00,22022.276035319348,22034.52088001955,22022.037933895102,22030.813158133238
2024-01-02 10:10:00,22030.813158133238,22034.910708698575,21998.180994406568,21999.191267012142
2024-01-02 10:15:00,21999.191267012142,22005.72091222787,21981.783651960246,21987.504217472087
2024-01-02 10:20:00,21987.504217472087,21988.02717978123,21978.129461728447,21983.89455488471
2024-01-02 10:25:00,21983.89455488471,21988.54720989333,21970.28578340843,21970.32671565251
2024-01-02 10:30:00,21970.32671565251,21972.175129549563,21960.506172639332,21961.302411421628
2024-01-02 10:35:00,21961.302411421628,21961.58161976159,21954.549770542188,21956.091024929636
2024-01-02 10:40:00,21956.091024929636,21960.66550335983,21949.746957665055,21958.016980661745
2024-01-02 10:45:00,21958.016980661745,21966.54911416037,21938.62125675498,21946.429607953072
2024-01-02 10:50:00,21946.429607953072,21948.78287677901,21944.578571811373,21945.702539282313
2024-01-02 10:55:00,21945.702539282313,21946.535028283743,21938.294322625065,21940.2663263637
2024-01-02 11:00:00,21940.2663263637,21943.664734751783,21933.735399129993,21935.163461073855
2024-01-02 11:05:00,21935.163461073855,21938.76186057559,21927.795949317337,21929.025147400844
2024-01-02 11:10:00,21929.025147400844,21940.463066236523,21925.709167357156,21937.94455086883
2024-01-02 11:15:00,21937.94455086883,21940.933725289324,21930.69204168472,21933.133522746455
2024-01-02 11:20:00,21933.133522746455,21934.184598619646,21928.0228631633,21933.71528908641
2024-01-02 11:25:00,21933.71528908641,21935.90367861109,21927.78158686791,21928.590357477646
2024-01-02 11:30:00,21928.590357477646,21932.985464885594,21923.902662329016,21927.20432772497
2024-01-02 11:35:00,21927.20432772497,21941.352121593187,21927.12031235844,21936.13020636457
2024-01-02 11:40:00,21936.13020636457,21944.98158538349,21934.833540954616,21943.740518357117
2024-01-02 11:45:00,21943.740518357117,21944.12850221709,21940.84924199129,21943.229870093037
2024-01-02 11:50:00,21943.229870093037,21951.59941919578,21931.8143760143,21935.8384455403
2024-01-02 11:55:00,21935.8384455403,21940.4708890343,21921.320690916164,21924.487341692016
2024-01-02 12:00:00,21924.487341692016,21934.03270417919,21924.43835460063,21931.519322142132
2024-01-02 12:05:00,21931.519322142132,21931.822540374906,21920.628913860823,21923.33756070687
2024-01-02 12:10:00,21923.33756070687,21934.46776984665,21920.0355719197,21933.879540320642
2024-01-02 12:15:00,21933.879540320642,21935.531266137747,21929.20156597249,21931.456464183706
2024-01-02 12:20:00,21931.456464183706,21932.431213029675,21923.045176223204,21924.025042507637
2024-01-02 12:25:00,21924.025042507637,21925.90919573011,21918.818193284093,21919.74639303352
2024-01-02 12:30:00,21919.74639303352,21925.37624813103,21903.182555013133,21906.056331898144
2024-01-02 12:35:00,21906.056331898144,21907.299962160538,21898.81121779282,21904.71264266062
2024-01-02 12:40:00,21904.71264266062,21914.719775292087,21904.63657782901,21914.080021172234
2024-01-02 12:45:00,21914.080021172234,21914.154073716203,21903.69087524977,21904.84550980545
2024-01-02 12:50:00,21904.84550980545,21912.172401462638,21902.768123748487,21908.86347768843
2024-01-02 12:55:00,21908.86347768843,21925.416689691876,21907.25663080003,21924.98164909805
2024-01-02 13:00:00,21924.98164909805,21934.278753182298,21924.085279170806,21932.673871294755
2024-01-02 13:05:00,21932.673871294755,21933.981281976365,21929.581832159332,21933.59057758217
2024-01-02 13:10:00,21933.59057758217,21936.618454769337,21927.78600315099,21934.626461604355
2024-01-02 13:15:00,21934.626461604355,21953.622681974848,21931.557071352803,21945.009952144803
2024-01-02 13:20:00,21945.009952144803,21955.25730881456,21936.25074041193,21954.523940791605
2024-01-02 13:25:00,21954.523940791605,21957.882828160327,21944.834169635873,21947.23174021765
2024-01-02 13:30:00,21947.23174021765,21949.334760304373,21923.74703460793,21926.783565254147
2024-01-02 13:35:00,21926.783565254147,21930.445309301613,21919.278881897284,21929.078285398504
2024-01-02 13:40:00,21929.078285398504,21941.680920682607,21925.48462671311,21939.37330605996
2024-01-02 13:45:00,21939.37330605996,21950.3642128827,21932.047470996542,21945.08328005462
2024-01-02 13:50:00,21945.08328005462,21959.54516614985,21938.230741938256,21957.668463541428
2024-01-02 13:55:00,21957.668463541428,21972.45612894369,21952.717198293532,21971.99796956268
2024-01-02 14:00:00,21971.99796956268,21974.395469654493,21956.823500455455,21956.84447525433
2024-01-02 14:05:00,21956.84447525433,21959.90532535749,21954.353075524938,21958.105063471572
2024-01-02 14:10:00,21958.105063471572,21958.67458141166,21947.738458930493,21948.21964145734
2024-01-02 14:15:00,21948.21964145734,21957.001271589877,21943.72107308999,21954.154812077522
2024-01-02 14:20:00,21954.154812077522,21959.265519365115,21938.275196601844,21939.60445264976
2024-01-02 14:25:00,21939.60445264976,21945.809060551852,21932.447671026617,21932.91036956379
2024-01-02 14:30:00,21932.91036956379,21945.764197609664,21924.66737786426,21945.494123684024
2024-01-02 14:35:00,21945.494123684024,21964.83417098197,21941.607839880206,21963.838314388053
2024-01-02 14:40:00,21963.838314388053,21976.55738239363,21959.97862054573,21971.0828561635
2024-01-02 14:45:00,21971.0828561635,21982.967850990477,21964.047898217807,21978.73415304308
2024-01-02 14:50:00,21978.73415304308,21986.89108175412,21966.614722858238,21967.692350196015
2024-01-02 14:55:00,21967.692350196015,21981.667983241954,21967.395971074337,21975.65855503357
2024-01-02 15:00:00,21975.65855503357,21998.25589860174,21968.84502527615,21992.73549276888
2024-01-02 15:05:00,21992.73549276888,21994.507059855267,21992.6047137765,21992.97079805951
2024-01-02 15:10:00,21992.97079805951,21993.32727821756,21967.869281336687,21973.087159338706
2024-01-02 15:15:00,21973.087159338706,21982.04106009099,21969.327640193394,21980.5746671066
2024-01-02 15:20:00,21980.5746671066,21984.811521194155,21975.97606382374,21976.22678021283
2024-01-02 15:25:00,21976.22678021283,21990.511889882782,21974.210594150758,21986.56898569744
2024-01-03 09:15:00,21986.56898569744,21989.740477026487,21980.299437266473,21980.72755870629
2024-01-03 09:20:00,21980.72755870629,21982.942155927678,21965.044773104317,21969.83628467467
2024-01-03 09:25:00,21969.83628467467,21989.0857394043,21967.037382642702,21988.944685196413
2024-01-03 09:30:00,21988.944685196413,21990.994945695093,21988.06080679828,21990.54563349633
2024-01-03 09:35:00,21990.54563349633,21999.178480529532,21988.42362890589,21996.148449689343
2024-01-03 09:40:00,21996.148449689343,21997.24865647795,21980.64373181653,21989.85141647547
2024-01-03 09:45:00,21989.85141647547,21995.31891354525,21967.580784192054,21974.16065504606
2024-01-03 09:50:00,21974.16065504606,21976.466882898283,21969.886443224896,21971.13144384307
2024-01-03 09:55:00,21971.13144384307,22005.85970076594,21970.61977347715,22001.3814011202
2024-01-03 10:00:00,22001.3814011202,22007.80718640123,21990.4732913633,21991.287145906772
2024-01-03 10:05:00,21991.287145906772,21996.976160745162,21980.598496109535,21983.184787646504
2024-01-03 10:10:00,21983.184787646504,21989.933354186793,21968.303897775135,21971.830456802934
2024-01-03 10:15:00,21971.830456802934,21977.750233358496,21970.902406351754,21971.211879582344
2024-01-03 10:20:00,21971.211879582344,21977.304375891425,21959.9045465869,21962.06018676164
2024-01-03 10:25:00,21962.06018676164,21962.82154147397,21947.646401397415,21951.148874410952
2024-01-03 10:30:00,21951.148874410952,21954.85358460108,21929.144359732003,21936.782026293884
2024-01-03 10:35:00,21936.782026293884,21939.033903240645,21919.654929471784,21922.25749974827
2024-01-03 10:40:00,21922.25749974827,21924.627075445223,21913.39143202448,21916.8473951032
2024-01-03 10:45:00,21916.8473951032,21920.171195568844,21915.711933272105,21916.793760575223
2024-01-03 10:50:00,21916.793760575223,21917.74955276269,21912.12227402514,21915.752528673307
2024-01-03 10:55:00,21915.752528673307,21918.77409357661,21907.442295809702,21909.4459645602
2024-01-03 11:00:00,21909.4459645602,21909.843293781916,21896.126012811306,21899.131561304792
2024-01-03 11:05:00,21899.131561304792,21901.30500207431,21879.24816265037,21881.898657686153
2024-01-03 11:10:00,21881.898657686153,21890.11883019083,21874.679129283497,21887.06579356466
2024-01-03 11:15:00,21887.06579356466,21887.258133351304,21869.21262837152,21870.251518378405
2024-01-03 11:20:00,21870.251518378405,21872.805888213516,21854.023421070862,21860.66950131994
2024-01-03 11:25:00,21860.66950131994,21865.51356611899,21856.862508094833,21859.469852526043
2024-01-03 11:30:00,21859.469852526043,21862.91150598718,21857.866766254865,21859.404988431783
2024-01-03 11:35:00,21859.404988431783,21871.236633194596,21856.062219983523,21868.929065716504
2024-01-03 11:40:00,21868.929065716504,21871.048282428164,21851.326871879875,21857.093146362506
2024-01-03 11:45:00,21857.093146362506,21860.280727384386,21829.52956204509,21831.83785055381
2024-01-03 11:50:00,21831.83785055381,21833.322434047295,21826.85260513909,21829.268545885956
2024-01-03 11:55:00,21829.268545885956,21830.21830189483,21824.597417639317,21829.59559295326
2024-01-03 12:00:00,21829.59559295326,21832.95136122715,21827.94808508877,21831.60095057885
2024-01-03 12:05:00,21831.60095057885,21833.331183330127,21824.608228961188,21826.1860375307
2024-01-03 12:10:00,21826.1860375307,21827.345136958287,21813.13573872049,21821.437341915072
2024-01-03 12:15:00,21821.437341915072,21830.913832270635,21816.632486226415,21829.609738141964
2024-01-03 12:20:00,21829.609738141964,21837.762236282677,21820.957788360658,21824.990133604326
2024-01-03 12:25:00,21824.990133604326,21826.39618754049,21805.669690069884,21805.743363586644
2024-01-03 12:30:00,21805.743363586644,21823.27659539703,21804.86696147141,21821.968885901973
2024-01-03 12:35:00,21821.968885901973,21838.568632142415,21821.026427669538,21829.724090906384
2024-01-03 12:40:00,21829.724090906384,21842.808237020952,21825.149074733556,21836.89389203783
2024-01-03 12:45:00,21836.89389203783,21841.401156960957,21834.362764573405,21839.740005305353
2024-01-03 12:50:00,21839.740005305353,21862.63554809621,21838.74712296015,21861.908083075974
2024-01-03 12:55:00,21861.908083075974,21865.307460553835,21853.454280006972,21856.775623273148
2024-01-03 13:00:00,21856.775623273148,21857.061888222026,21845.765304419576,21847.675934206636
2024-01-03 13:05:00,21847.675934206636,21853.261530077823,21843.525774429603,21851.926881656676
2024-01-03 13:10:00,21851.926881656676,21853.00638139785,21842.372811997575,21846.287866860705
2024-01-03 13:15:00,21846.287866860705,21847.797068832882,21838.278128985938,21841.30608345252
2024-01-03 13:20:00,21841.30608345252,21844.784507132943,21826.1230279681,21831.54557940332
2024-01-03 13:25:00,21831.54557940332,21842.648260878366,21828.450422606904,21835.141077628134
2024-01-03 13:30:00,21835.141077628134,21842.25595862375,21816.17150254164,21822.155679787596
2024-01-03 13:35:00,21822.155679787596,21828.382824227356,21821.035805282318,21828.160485543714
2024-01-03 13:40:00,21828.160485543714,21837.943493462182,21815.849859535407,21816.36674426331
2024-01-03 13:45:00,21816.36674426331,21819.824907897528,21814.442707336362,21816.921841401934
2024-01-03 13:50:00,21816.921841401934,21821.783728659084,21815.035967973392,21818.621830837303
2024-01-03 13:55:00,21818.621830837303,21842.284905179247,21812.249084330746,21836.90322499463
2024-01-03 14:00:00,21836.90322499463,21840.86164427566,21830.749069742495,21831.252217422894
2024-01-03 14:05:00,21831.252217422894,21835.647381812243,21824.482358904035,21831.270615738358
2024-01-03 14:10:00,21831.270615738358,21846.659299719857,21829.563091458567,21846.02726812554
2024-01-03 14:15:00,21846.02726812554,21852.646694813004,21832.074691229667,21835.367373565514
2024-01-03 14:20:00,21835.367373565514,21840.72154602894,21830.18705847726,21835.561702429975
2024-01-03 14:25:00,21835.561702429975,21842.237788531133,21830.626639224196,21831.66500462965
2024-01-03 14:30:00,21831.66500462965,21832.647976885994,21815.003830012054,21816.094724291044
2024-01-03 14:35:00,21816.094724291044,21816.311903757116,21787.66326893337,21788.587007054204
2024-01-03 14:40:00,21788.587007054204,21802.406044274696,21784.08074693601,21795.010219894913
2024-01-03 14:45:00,21795.010219894913,21799.43632352988,21781.48904296894,21791.78248218194
2024-01-03 14:50:00,21791.78248218194,21791.891532882313,21791.6859818335,21791.83581571466
2024-01-03 14:55:00,21791.83581571466,21793.855254162612,21789.54116768714,21793.277812514916
2024-01-03 15:00:00,21793.277812514916,21793.40882559578,21785.096673210555,21787.27037229509
2024-01-03 15:05:00,21787.27037229509,21787.696093205857,21778.583154791213,21779.603063660896
2024-01-03 15:10:00,21779.603063660896,21804.70802197287,21775.237036253206,21794.1041427393
2024-01-03 15:15:00,21794.1041427393,21814.319704786485,21792.733392362978,21806.026143856852
2024-01-03 15:20:00,21806.026143856852,21811.656190635724,21798.661617639107,21801.77288438947
2024-01-03 15:25:00,21801.77288438947,21808.781966163162,21786.3855615548,21790.128275127387
2024-01-04 09:15:00,21790.128275127387,21804.93087442032,21785.61206804252,21802.044186164145
2024-01-04 09:20:00,21802.044186164145,21804.001684409057,21791.110832352595,21795.999343588162
2024-01-04 09:25:00,21795.999343588162,21803.290989569337,21794.500060357965,21802.329687976704
2024-01-04 09:30:00,21802.329687976704,21810.4167009915,21800.885823313427,21808.639647745556
2024-01-04 09:35:00,21808.639647745556,21823.757559176414,21806.17590531778,21819.433305866016
2024-01-04 09:40:00,21819.433305866016,21825.80286428977,21818.128773777047,21824.564678532515
2024-01-04 09:45:00,21824.564678532515,21828.260786609342,21810.514294309705,21811.25390285548
2024-01-04 09:50:00,21811.25390285548,21815.449939758826,21802.409657974935,21805.227032737104
2024-01-04 09:55:00,21805.227032737104,21811.4535494312,21787.918740054905,21790.342779860286
2024-01-04 10:00:00,21790.342779860286,21797.36195658822,21768.411128790605,21776.73884642214
2024-01-04 10:05:00,21776.73884642214,21793.747840060667,21776.35199397466,21792.903770191857
2024-01-04 10:10:00,21792.903770191857,21794.500314649264,21786.504400600883,21786.654939410582
2024-01-04 10:15:00,21786.654939410582,21797.34522891221,21786.053732364733,21796.888318317564
2024-01-04 10:20:00,21796.888318317564,21797.116100812447,21791.221349206673,21792.452556282242
2024-01-04 10:25:00,21792.452556282242,21797.845297970664,21771.578176066403,21774.551232442493
2024-01-04 10:30:00,21774.551232442493,21776.196180256,21774.47749671023,21775.46024691059
2024-01-04 10:35:00,21775.46024691059,21780.29546277226,21772.34702800898,21778.136424051023
2024-01-04 10:40:00,21778.136424051023,21783.208727799276,21776.503413028164,21779.295236688817
2024-01-04 10:45:00,21779.295236688817,21783.41185923812,21759.579370803604,21761.469760733256
2024-01-04 10:50:00,21761.469760733256,21767.161182098997,21754.807862955407,21763.230418163213
2024-01-04 10:55:00,21763.230418163213,21779.937975825538,21758.11211029627,21772.574478900213
2024-01-04 11:00:00,21772.574478900213,21772.678843101057,21763.456017128196,21765.526653210072
2024-01-04 11:05:00,21765.526653210072,21766.273720267982,21754.44804343594,21757.469575165353
2024-01-04 11:10:00,21757.469575165353,21763.096219552746,21746.861824237807,21750.55475722225
2024-01-04 11:15:00,21750.55475722225,21754.45825023416,21732.023704066472,21736.238271252903
2024-01-04 11:20:00,21736.238271252903,21746.767799512254,21723.971370847874,21725.9446424514
2024-01-04 11:25:00,21725.9446424514,21730.426794895888,21723.14340293376,21726.993363775164
2024-01-04 11:30:00,21726.993363775164,21727.481403033744,21710.197007446528,21720.437345599603
2024-01-04 11:35:00,21720.437345599603,21725.034438904746,21715.86440098867,21718.677106689174
2024-01-04 11:40:00,21718.677106689174,21725.760309231715,21715.01971363987,21717.52758187102
2024-01-04 11:45:00,21717.52758187102,21737.68343527963,21715.277714767446,21734.852427537808
2024-01-04 11:50:00,21734.852427537808,21744.267082813687,21732.365187688938,21740.37686501518
2024-01-04 11:55:00,21740.37686501518,21743.28541371848,21722.884903360886,21723.87497790309
2024-01-04 12:00:00,21723.87497790309,21726.357666293294,21721.62019969517,21722.331003698906
2024-01-04 12:05:00,21722.331003698906,21723.85179510293,21705.735577217485,21708.17792019862
2024-01-04 12:10:00,21708.17792019862,21717.299307666966,21704.842231580424,21712.97618476475
2024-01-04 12:15:00,21712.97618476475,21717.049008489685,21706.332341030684,21716.76834564385
2024-01-04 12:20:00,21716.76834564385,21721.095638670646,21715.68203029507,21720.264887921992
2024-01-04 12:25:00,21720.264887921992,21724.589114083625,21702.485150837274,21706.697762250606
2024-01-04 12:30:00,21706.697762250606,21709.423765040097,21705.389297294336,21705.502570798857
2024-01-04 12:35:00,21705.502570798857,21709.255706022763,21702.936313367758,21705.00049228063
2024-01-04 12:40:00,21705.00049228063,21707.011161291677,21703.2625073709,21705.162060136856
2024-01-04 12:45:00,21705.162060136856,21706.05059522339,21699.35570450233,21701.270698988985
2024-01-04 12:50:00,21701.270698988985,21716.607049540416,21700.52321241234,21713.028620331537
2024-01-04 12:55:00,21713.028620331537,21718.816531868953,21707.045450729565,21707.83166983561
2024-01-04 13:00:00,21707.83166983561,21723.29271680926,21706.763468772133,21717.350475317115
2024-01-04 13:05:00,21717.350475317115,21725.776279317266,21713.088553816855,21725.447143360165
2024-01-04 13:10:00,21725.447143360165,21731.084533120906,21710.2790264515,21719.474618945977
2024-01-04 13:15:00,21719.474618945977,21721.25662903158,21709.233055519926,21715.046593428397
2024-01-04 13:20:00,21715.046593428397,21732.13411508113,21713.365846160013,21730.04267497252
2024-01-04 13:25:00,21730.04267497252,21735.420477016658,21722.750581184795,21726.42518897073
2024-01-04 13:30:00,21726.42518897073,21729.496379231146,21715.44540184048,21715.584141390027
2024-01-04 13:35:00,21715.584141390027,21723.328650773463,21711.590725227074,21717.12664880221
2024-01-04 13:40:00,21717.12664880221,21727.026188250693,21716.928793963598,21726.170232873792
2024-01-04 13:45:00,21726.170232873792,21736.609675968524,21724.640593889057,21732.118787882275
2024-01-04 13:50:00,21732.118787882275,21734.953475107253,21730.962113306643,21732.98367005122
2024-01-04 13:55:00,21732.98367005122,21759.28799147415,21730.859682231214,21756.737031537145
2024-01-04 14:00:00,21756.737031537145,21758.958940013785,21747.156437850488,21749.705986359713
2024-01-04 14:05:00,21749.705986359713,21766.478528749565,21747.423001184714,21760.796511757606
2024-01-04 14:10:00,21760.796511757606,21762.68217398315,21749.464423936257,21751.67331611338
2024-01-04 14:15:00,21751.67331611338,21758.014686461156,21745.610339653394,21757.202994377752
2024-01-04 14:20:00,21757.202994377752,21779.061917170253,21754.751839615816,21771.87840647787
2024-01-04 14:25:00,21771.87840647787,21773.02186804077,21765.86392380538,21767.201750965327
2024-01-04 14:30:00,21767.201750965327,21781.02837193394,21766.493962055352,21772.987553778872
2024-01-04 14:35:00,21772.987553778872,21778.50483069093,21761.281221260535,21764.204941420303
2024-01-04 14:40:00,21764.204941420303,21771.383172874375,21761.003586582236,21763.074031778382
2024-01-04 14:45:00,21763.074031778382,21764.57796296588,21758.32045868459,21764.512271381587
2024-01-04 14:50:00,21764.512271381587,21791.10543081882,21762.554513611514,21788.98195572714
2024-01-04 14:55:00,21788.98195572714,21801.351490543155,21781.595126424196,21798.62392458465
2024-01-04 15:00:00,21798.62392458465,21805.10073488787,21796.26130526188,21803.663566524723
2024-01-04 15:05:00,21803.663566524723,21817.23289114216,21801.634470400295,21813.95096241737
2024-01-04 15:10:00,21813.95096241737,21828.49525176186,21808.42232645322,21823.818069400077
2024-01-04 15:15:00,21823.818069400077,21830.174000684055,21823.231214654345,21829.505528362788
2024-01-04 15:20:00,21829.505528362788,21844.038720798635,21828.030835127298,21840.770978114688
2024-01-04 15:25:00,21840.770978114688,21840.885957406426,21830.9241426278,21836.03795007823
2024-01-05 09:15:00,21836.03795007823,21837.24135203928,21830.59852551431,21837.055605846657
2024-01-05 09:20:00,21837.055605846657,21846.206743319723,21828.402586953434,21843.62480659516
2024-01-05 09:25:00,21843.62480659516,21844.501407905813,21838.65615459901,21839.653689333856
2024-01-05 09:30:00,21839.653689333856,21854.916069349267,21838.537603230776,21854.534887219717
2024-01-05 09:35:00,21854.534887219717,21860.466953897736,21852.749152761517,21859.720517405112
2024-01-05 09:40:00,21859.720517405112,21865.062609421762,21855.61445620747,21860.768082422324
2024-01-05 09:45:00,21860.768082422324,21864.004927511778,21855.987895906626,21861.20444425202
2024-01-05 09:50:00,21861.20444425202,21863.440131641106,21843.57039279215,21845.07924029241
2024-01-05 09:55:00,21845.07924029241,21860.104146717273,21842.858442185636,21859.84114567298
2024-01-05 10:00:00,21859.84114567298,21883.551437057282,21851.0459218465,21877.759381455617
